SS,CNN,AMSimplex,RLSimplex
0.4,0.4,0.41,0.4
0.4,0.4,0.41,0.46
0.4,0.4,0.41,0.46
0.36,0.36,0.41,0.46
0.36,0.36,0.41,0.46
0.36,0.36,0.44,0.46
0.36,0.36,0.44,0.46
0.36,0.36,0.44,0.5
0.36,0.36,0.44,0.5
0.36,0.36,0.44,0.5
0.27,0.27,0.44,0.5
0.27,0.27,0.41,0.5
0.27,0.27,0.41,0.5
0.27,0.27,0.41,0.5
0.27,0.27,0.41,0.5
0.27,0.27,0.41,0.5
0.27,0.27,0.41,0.5
0.27,0.27,0.41,0.5
0.27,0.27,0.41,0.41
0.27,0.27,0.35,0.41
0.26,0.26,0.35,0.41
0.26,0.26,0.35,0.41
0.26,0.26,0.35,0.41
0.26,0.26,0.35,0.41
0.26,0.26,0.35,0.41
0.26,0.26,0.35,0.41
0.26,0.26,0.35,0.35
0.26,0.26,0.3,0.35
0.32,0.32,0.3,0.35
0.32,0.32,0.39,0.35
0.32,0.32,0.39,0.35
0.32,0.32,0.39,0.35
0.32,0.32,0.39,0.38
0.32,0.32,0.39,0.38
0.32,0.32,0.39,0.38
0.32,0.32,0.39,0.38
0.32,0.32,0.39,0.38
0.31,0.31,0.35,0.38
0.31,0.31,0.35,0.44
0.31,0.31,0.35,0.44
0.31,0.31,0.35,0.44
0.31,0.31,0.35,0.44
0.31,0.31,0.35,0.44
0.31,0.31,0.35,0.44
0.31,0.31,0.35,0.44
0.31,0.31,0.33,0.4
0.28,0.28,0.43,0.4
0.28,0.28,0.43,0.4
0.28,0.28,0.43,0.4
0.28,0.28,0.43,0.4
0.28,0.28,0.43,0.4
0.28,0.28,0.43,0.4
0.28,0.28,0.43,0.37
0.28,0.28,0.4,0.37
0.3,0.3,0.4,0.37
0.3,0.3,0.4,0.37
0.3,0.3,0.4,0.37
0.3,0.3,0.4,0.37
0.3,0.3,0.4,0.41
0.3,0.3,0.43,0.41
0.3,0.3,0.43,0.41
0.3,0.3,0.43,0.41
0.35,0.35,0.43,0.41
0.35,0.35,0.43,0.41
0.35,0.35,0.43,0.44
0.35,0.35,0.43,0.44
0.35,0.35,0.43,0.44
0.35,0.35,0.43,0.44
0.35,0.35,0.43,0.44
0.38,0.38,0.43,0.44
0.38,0.38,0.43,0.46
0.38,0.38,0.39,0.46
0.38,0.38,0.39,0.46
0.38,0.38,0.37,0.46
0.38,0.38,0.37,0.46
0.38,0.38,0.37,0.46
0.37,0.37,0.37,0.46
0.37,0.37,0.37,0.46
0.37,0.37,0.37,0.46
0.37,0.37,0.37,0.46
0.37,0.37,0.37,0.46
0.37,0.37,0.32,0.46
0.37,0.37,0.32,0.39
0.37,0.37,0.32,0.39
0.32,0.32,0.32,0.39
0.32,0.32,0.32,0.39
0.32,0.32,0.32,0.39
0.32,0.32,0.38,0.39
0.32,0.32,0.43,0.39
0.32,0.32,0.43,0.36
0.32,0.32,0.43,0.36
0.32,0.32,0.43,0.36
0.32,0.32,0.43,0.36
0.27,0.27,0.43,0.36
0.27,0.27,0.43,0.36
0.27,0.27,0.35,0.36
0.27,0.27,0.7,0.38
0.27,0.27,0.7,0.38
0.27,0.27,0.39,0.38
0.27,0.27,0.39,0.38
0.27,0.27,0.39,0.38
0.27,0.27,0.39,0.38
0.26,0.26,0.39,0.38
0.26,0.26,0.39,0.38
0.26,0.26,0.39,0.38
0.26,0.26,0.4,0.38
0.26,0.26,0.4,0.38
0.26,0.26,0.4,0.38
0.26,0.26,0.4,0.38
0.26,0.26,0.4,0.38
0.26,0.26,0.4,0.35
0.26,0.26,0.39,0.35
0.29,0.29,0.39,0.35
0.29,0.29,0.39,0.35
0.29,0.29,0.39,0.35
0.29,0.29,0.39,0.35
0.29,0.29,0.39,0.35
0.29,0.29,0.39,0.41
0.29,0.29,0.39,0.41
0.29,0.29,0.39,0.41
0.29,0.29,0.39,0.41
0.27,0.27,0.3,0.41
0.27,0.27,0.39,0.47
0.27,0.27,0.39,0.47
0.27,0.27,0.39,0.47
0.27,0.27,0.39,0.47
0.27,0.27,0.39,0.47
0.27,0.27,0.39,0.52
0.27,0.27,0.39,0.52
0.27,0.27,0.39,0.52
0.27,0.27,0.39,0.52
0.27,0.27,0.43,0.52
0.27,0.27,0.43,0.52
0.27,0.27,0.43,0.52
0.27,0.27,0.43,0.52
0.27,0.27,0.43,0.52
0.27,0.27,0.43,0.52
0.27,0.27,0.4,0.52
0.27,0.27,0.4,0.43
0.38,0.38,0.4,0.43
0.38,0.38,0.4,0.43
0.38,0.38,0.4,0.43
0.38,0.38,0.4,0.43
0.38,0.38,0.43,0.43
0.38,0.38,0.43,0.43
0.39,0.39,0.43,0.37
0.39,0.39,0.43,0.37
0.39,0.39,0.43,0.37
0.39,0.39,0.43,0.37
0.39,0.39,0.43,0.37
0.39,0.39,0.43,0.37
0.39,0.39,0.43,0.37
0.38,0.38,0.43,0.38
0.38,0.38,0.43,0.38
0.38,0.38,0.43,0.38
0.38,0.38,0.43,0.38
0.38,0.38,0.37,0.38
0.38,0.38,0.37,0.38
0.38,0.38,0.46,0.44
