SS,CNN,AMSimplex,RLSimplex
70.06502151,77.54540443,101.8135548,137.2773647
101.4077663,83.35924149,131.0720444,126.506567
101.872921,99.173069,136.1031532,134.1245174
105.0002575,69.96035576,131.9737434,128.9532185
101.5491486,82.41391182,150.844574,139.2633915
110.512495,81.4538002,163.8011551,138.8475895
73.95386696,60.47415733,112.6999855,128.3636093
101.544857,74.11026955,111.238718,137.3102665
101.0522842,83.92763138,156.867981,131.0629845
108.0346107,88.26589584,97.17655182,102.645874
81.1624527,82.41701126,134.3762875,160.0198746
81.83598518,83.82439613,98.34980965,131.7749023
84.62166786,76.83491707,131.729126,134.8352432
83.5018158,83.43935013,136.1465454,124.969244
63.13467026,83.89925957,130.333662,135.9210014
79.63275909,86.79938316,137.8042698,134.3939304
84.42854881,89.09511566,131.1891079,134.043932
80.88588715,58.79044533,130.2075386,134.0196133
83.34684372,124.1807938,138.2825375,130.2499771
86.54618263,86.34972572,131.0076714,143.2607174
85.03293991,83.08386803,130.4607391,128.4604073
82.20410347,79.49542999,134.8013878,128.5803318
78.47166061,88.7401104,135.7927322,135.3592873
80.95359802,82.09991455,104.4266224,137.5939846
80.61432838,80.83343506,131.6862106,130.0127506
79.08892632,91.00556374,136.6276741,131.282568
84.61689949,79.80036736,160.3264809,134.560585
78.41300964,73.2896328,129.2407513,134.3111992
82.24439621,85.91794968,136.6333961,131.8650246
86.52639389,81.15124702,135.9260082,132.5509548
82.01169968,80.2192688,128.3199787,138.5793686
81.75110817,86.0517025,143.6977386,109.2083454
82.64970779,80.33490181,153.0823135,131.7729759
85.40296555,77.28385925,106.6105366,137.4282837
82.47733116,84.21897888,151.2634754,140.1428223
81.84623718,88.57989311,84.13314819,131.6742897
87.69798279,87.74375916,146.7740479,120.4023361
80.73592186,82.37123489,153.7434864,140.5019665
57.61837959,85.33763885,137.399435,77.0277977
84.92279053,92.2832489,106.6088676,66.00141525
82.3302269,87.10503578,94.50912476,135.7529163
82.02576637,50.44603348,94.28215027,134.7346306
85.68763733,103.3296585,91.00842476,126.2583733
48.92539978,125.2710819,134.8493099,135.9095573
79.84232903,79.84304428,136.995554,133.105278
80.13367653,88.72032166,128.6628246,131.6912174
84.39898491,91.04394913,124.6480942,137.0885372
80.82222939,55.40251732,169.4777012,132.5099468
82.95917511,79.47611809,146.4412212,129.2319298
84.47742462,87.84651756,157.8661919,135.1156235
80.92951775,58.77614021,153.9006233,132.5531006
82.12900162,85.28614044,181.0860634,133.37183
74.22733307,83.41217041,129.2793751,137.057066
101.5255451,76.02453232,161.5459919,136.734724
101.10569,88.3128643,167.4535275,128.1638145
